Normalization-Weighting set;
CLCC-critical_IEA;
;
Weighting;
Arsenic;1
Boron;1
Cadmium;1
Chromium;1
Cobalt;1
Copper;1
HREEs;1
Gallium;1
Germanium;1
Graphite;1
Hafnium;1
Indium;1
PGMs;1
Lead;1
Lithium;1
Magnesium;1
Manganese;1
Molybdenum;1
LREEs;1
Nickel;1
Niobium;1
Selenium;1
Silicon;1
Silver;1
Tantalum;1
Tellurium;1
Tin;1
Titanium;1
Tungsten;1
Vanadium;1
Zinc;1
Zirconium;1
;
End;
